controls,,,,,,,,
version=1,,,,,,,,
nRows=530,,,,,,,,
nColumns=7,,,,,,,,
inDegrees=no,,,,,,,,
endheader,,,,,,,,
time,TRIlong,TRIlat,TRImed,BIClong,BICshort,BRA,r_shoulder_elev,r_elbow_flex
0.53772867,0.02,0.08963458,0.08610344,0.44270977,0.07037292,0.02,0.00066283,0.89423651
0.54,0.02,0.08963458,0.08610344,0.44270977,0.07037292,0.02,0.00067319,0.90081566
0.54038997,0.02,0.09428125,0.08968008,0.45183619,0.06719402,0.02,0.0006749,0.90194451
0.54077993,0.02,0.09428125,0.08968008,0.45183619,0.06719402,0.02,0.00067656,0.90307319
0.54272976,0.02,0.09428125,0.08968008,0.45183619,0.06719402,0.02,0.00068446,0.90871357
0.5446796,0.02,0.09428125,0.08968008,0.45183619,0.06719402,0.02,0.00069188,0.91434782
0.54745691,0.02,0.09428125,0.08968008,0.45183619,0.06719402,0.02,0.00070194,0.92236086
0.54993669,0.02,0.09428125,0.08968008,0.45183619,0.06719402,0.02,0.00071004,0.92950383
0.55,0.02,0.09428125,0.08968008,0.45183619,0.06719402,0.02,0.00071022,0.92968606
0.55028018,0.02,0.09996885,0.09607382,0.46251942,0.05522664,0.02,0.00071104,0.93049246
0.55056035,0.02,0.09996885,0.09607382,0.46251942,0.05522664,0.02,0.00071183,0.93129876
0.55196124,0.02,0.09996885,0.09607382,0.46251942,0.05522664,0.02,0.00071546,0.93532848
0.55424968,0.02,0.09996885,0.09607382,0.46251942,0.05522664,0.02,0.00072077,0.94190282
0.55653811,0.02,0.09996885,0.09607382,0.46251942,0.05522664,0.02,0.00072625,0.94846326
0.56,0.02,0.09996885,0.09607382,0.46251942,0.05522664,0.02,0.00073546,0.95835814
0.56036121,0.02,0.10500217,0.10116371,0.46960592,0.05015785,0.02,0.00073645,0.95938859
0.56072243,0.02,0.10500217,0.10116371,0.46960592,0.05015785,0.02,0.00073743,0.96041869
0.5625285,0.02,0.10500217,0.10116371,0.46960592,0.05015785,0.02,0.00074235,0.96556353
0.56433457,0.02,0.10500217,0.10116371,0.46960592,0.05015785,0.02,0.00074756,0.97069786
0.56773995,0.02,0.10500217,0.10116371,0.46960592,0.05015785,0.02,0.0007591,0.98034647
0.57,0.02,0.10500217,0.10116371,0.46960592,0.05015785,0.02,0.00076783,0.98672639
0.57031844,0.02,0.10924448,0.10704884,0.48112598,0.04517973,0.02,0.00076908,0.9876239
0.57063687,0.02,0.10924448,0.10704884,0.48112598,0.04517973,0.02,0.00077034,0.98852107
0.57222905,0.02,0.10924448,0.10704884,0.48112598,0.04517973,0.02,0.00077665,0.9930018
0.57440225,0.02,0.10924448,0.10704884,0.48112598,0.04517973,0.02,0.00078556,0.99910284
0.57737327,0.02,0.10924448,0.10704884,0.48112598,0.04517973,0.02,0.00079871,1.0074141
0.58,0.02,0.10924448,0.10704884,0.48112598,0.04517973,0.02,0.00081068,1.01473488
0.58033459,0.02,0.1167068,0.11155703,0.48627686,0.05217008,0.02,0.00081216,1.01566573
0.58066917,0.02,0.1167068,0.11155703,0.48627686,0.05217008,0.02,0.00081362,1.01659623
0.58234211,0.02,0.1167068,0.11155703,0.48627686,0.05217008,0.02,0.00082064,1.0212434
0.58452369,0.02,0.1167068,0.11155703,0.48627686,0.05217008,0.02,0.0008294,1.02728895
0.58754812,0.02,0.1167068,0.11155703,0.48627686,0.05217008,0.02,0.00084144,1.03564012
0.59,0.02,0.1167068,0.11155703,0.48627686,0.05217008,0.02,0.00085089,1.04238469
0.59025427,0.02,0.12380522,0.11969069,0.49203157,0.07209469,0.02,0.00085182,1.04308291
0.59050855,0.02,0.12380522,0.11969069,0.49203157,0.07209469,0.02,0.00085274,1.04378092
0.59177992,0.02,0.12380522,0.11969069,0.49203157,0.07209469,0.02,0.00085713,1.04726756
0.59401264,0.02,0.12380522,0.11969069,0.49203157,0.07209469,0.02,0.00086442,1.05337555
0.59624537,0.02,0.12380522,0.11969069,0.49203157,0.07209469,0.02,0.00087193,1.05946156
0.6,0.02,0.12380522,0.11969069,0.49203157,0.07209469,0.02,0.00088549,1.06964364
0.60026111,0.02,0.13102549,0.12660414,0.50293285,0.03889762,0.02,0.00088643,1.07034935
0.60052222,0.02,0.13102549,0.12660414,0.50293285,0.03889762,0.02,0.00088737,1.07105479
0.60182776,0.02,0.13102549,0.12660414,0.50293285,0.03889762,0.02,0.00089196,1.0745776
0.60438484,0.02,0.13102549,0.12660414,0.50293285,0.03889762,0.02,0.00090083,1.08145498
0.60694192,0.02,0.13102549,0.12660414,0.50293285,0.03889762,0.02,0.00091025,1.08829964
0.60949901,0.02,0.13102549,0.12660414,0.50293285,0.03889762,0.02,0.00092022,1.09511092
0.61,0.02,0.13102549,0.12660414,0.50293285,0.03889762,0.02,0.00092217,1.09644169
0.61035166,0.02,0.13806406,0.13263041,0.50799198,0.026,0.02,0.00092353,1.09737507
0.61070331,0.02,0.13806406,0.13263041,0.50799198,0.026,0.02,0.00092487,1.09830789
0.61246159,0.02,0.13806406,0.13263041,0.50799198,0.026,0.02,0.00093139,1.10296337
0.61486849,0.02,0.13806406,0.13263041,0.50799198,0.026,0.02,0.00094008,1.10931171
0.61798548,0.02,0.13806406,0.13263041,0.50799198,0.026,0.02,0.00095151,1.11748821
0.62,0.02,0.13806406,0.13263041,0.50799198,0.026,0.02,0.00095877,1.122746
0.62026892,0.02,0.14546305,0.14144819,0.51582829,0.03993464,0.02,0.0009597,1.12344635
0.62053783,0.02,0.14546305,0.14144819,0.51582829,0.03993464,0.02,0.00096062,1.12414635
0.62188242,0.02,0.14546305,0.14144819,0.51582829,0.03993464,0.02,0.00096503,1.12764115
0.62443,0.02,0.14546305,0.14144819,0.51582829,0.03993464,0.02,0.00097293,1.13423725
0.62697757,0.02,0.14546305,0.14144819,0.51582829,0.03993464,0.02,0.00098099,1.14079701
0.63,0.02,0.14546305,0.14144819,0.51582829,0.03993464,0.02,0.00099081,1.14853132
0.63029137,0.02,0.15386015,0.14932901,0.51919231,0.03,0.02,0.00099173,1.14927428
0.63058275,0.02,0.15386015,0.14932901,0.51919231,0.03,0.02,0.00099264,1.15001679
0.63203962,0.02,0.15386015,0.14932901,0.51919231,0.03,0.02,0.000997,1.15372262
0.63475308,0.02,0.15386015,0.14932901,0.51919231,0.03,0.02,0.00100468,1.1605934
0.63746653,0.02,0.15386015,0.14932901,0.51919231,0.03,0.02,0.0010125,1.16742044
0.64,0.02,0.15386015,0.14932901,0.51919231,0.03,0.02,0.00101979,1.17375493
0.64029277,0.02,0.16257073,0.15750223,0.5212152,0.026,0.02,0.0010206,1.17448459
0.64058555,0.02,0.16257073,0.15750223,0.5212152,0.026,0.02,0.00102139,1.17521376
0.64204941,0.02,0.16257073,0.15750223,0.5212152,0.026,0.02,0.00102514,1.17885252
0.6447878,0.02,0.16257073,0.15750223,0.5212152,0.026,0.02,0.00103159,1.18562589
0.6475262,0.02,0.16257073,0.15750223,0.5212152,0.026,0.02,0.00103807,1.19235238
0.65,0.02,0.16257073,0.15750223,0.5212152,0.026,0.02,0.00104396,1.19838788
0.65028307,0.02,0.17102186,0.16657074,0.52670327,0.024,0.02,0.00104461,1.19907609
0.65056614,0.02,0.17102186,0.16657074,0.52670327,0.024,0.02,0.00104525,1.19976381
0.6519815,0.02,0.17102186,0.16657074,0.52670327,0.024,0.02,0.00104828,1.20319515
0.65484377,0.02,0.17102186,0.16657074,0.52670327,0.024,0.02,0.00105399,1.21009565
0.65770605,0.02,0.17102186,0.16657074,0.52670327,0.024,0.02,0.00105984,1.21694123
0.66,0.02,0.17102186,0.16657074,0.52670327,0.024,0.02,0.00106454,1.22238776
0.66029013,0.02,0.17997623,0.17508464,0.53170879,0.024,0.02,0.0010651,1.22307419
0.66058026,0.02,0.17997623,0.17508464,0.53170879,0.024,0.02,0.00106565,1.22376008
0.66203093,0.02,0.17997623,0.17508464,0.53170879,0.024,0.02,0.00106819,1.22718159
0.66499788,0.02,0.17997623,0.17508464,0.53170879,0.024,0.02,0.00107253,1.23413713
0.66796483,0.02,0.17997623,0.17508464,0.53170879,0.024,0.02,0.00107612,1.24103394
0.67,0.02,0.17997623,0.17508464,0.53170879,0.024,0.02,0.00107798,1.24573113
0.67044625,0.02,0.18612867,0.17966745,0.53013871,0.034,0.02,0.0010783,1.24675742
0.67089249,0.02,0.18612867,0.17966745,0.53013871,0.034,0.02,0.0010786,1.24778241
0.67312372,0.02,0.18612867,0.17966745,0.53013871,0.034,0.02,0.0010797,1.25288735
0.67641713,0.02,0.18612867,0.17966745,0.53013871,0.034,0.02,0.00108087,1.26035862
0.68,0.02,0.18612867,0.17966745,0.53013871,0.034,0.02,0.00108224,1.26839618
0.68034833,0.02,0.19146186,0.18766752,0.53726999,0.03,0.02,0.00108237,1.26917257
0.68069667,0.02,0.19146186,0.18766752,0.53726999,0.03,0.02,0.00108248,1.26994808
0.68243833,0.02,0.19146186,0.18766752,0.53726999,0.03,0.02,0.00108296,1.27381234
0.68572633,0.02,0.19146186,0.18766752,0.53726999,0.03,0.02,0.00108376,1.28104534
0.68901433,0.02,0.19146186,0.18766752,0.53726999,0.03,0.02,0.00108485,1.28819484
0.69,0.02,0.19146186,0.18766752,0.53726999,0.03,0.02,0.00108516,1.290322
0.6903547,0.02,0.20037427,0.19338577,0.53659081,0.028,0.02,0.00108525,1.2910857
0.6907094,0.02,0.20037427,0.19338577,0.53659081,0.028,0.02,0.00108533,1.29184846
0.69248289,0.02,0.20037427,0.19338577,0.53659081,0.028,0.02,0.00108553,1.29564835
0.69583864,0.02,0.20037427,0.19338577,0.53659081,0.028,0.02,0.00108541,1.30277309
0.6991944,0.02,0.20037427,0.19338577,0.53659081,0.028,0.02,0.00108537,1.30980903
0.7,0.02,0.20037427,0.19338577,0.53659081,0.028,0.02,0.00108536,1.31148481
0.70039389,0.02,0.20517152,0.20125215,0.5404572,0.028,0.02,0.00108536,1.31230231
0.70078779,0.02,0.20517152,0.20125215,0.5404572,0.028,0.02,0.00108534,1.3131186
0.70275725,0.02,0.20517152,0.20125215,0.5404572,0.028,0.02,0.00108514,1.3171818
0.70623224,0.02,0.20517152,0.20125215,0.5404572,0.028,0.02,0.0010846,1.32427545
0.70970722,0.02,0.20517152,0.20125215,0.5404572,0.028,0.02,0.00108397,1.33127142
0.71,0.02,0.20517152,0.20125215,0.5404572,0.028,0.02,0.00108389,1.33185647
0.71034699,0.02,0.21477776,0.20707237,0.53943601,0.026,0.02,0.00108377,1.33254899
0.71069399,0.02,0.21477776,0.20707237,0.53943601,0.026,0.02,0.00108364,1.33324058
0.71242896,0.02,0.21477776,0.20707237,0.53943601,0.026,0.02,0.00108273,1.3366846
0.71596967,0.02,0.21477776,0.20707237,0.53943601,0.026,0.02,0.00107999,1.34363924
0.71951039,0.02,0.21477776,0.20707237,0.53943601,0.026,0.02,0.00107688,1.35049097
0.72,0.02,0.21477776,0.20707237,0.53943601,0.026,0.02,0.00107642,1.35143026
0.72036333,0.02,0.22112448,0.21569961,0.54164214,0.026,0.02,0.00107608,1.352126
0.72072665,0.02,0.22112448,0.21569961,0.54164214,0.026,0.02,0.00107572,1.35282067
0.72254328,0.02,0.22112448,0.21569961,0.54164214,0.026,0.02,0.00107381,1.35627774
0.726153,0.02,0.22112448,0.21569961,0.54164214,0.026,0.02,0.00106987,1.3630645
0.72976271,0.02,0.22112448,0.21569961,0.54164214,0.026,0.02,0.00106647,1.36973809
0.73,0.02,0.22112448,0.21569961,0.54164214,0.026,0.02,0.00106626,1.37017283
0.73040512,0.02,0.22741152,0.22301982,0.54135056,0.024,0.02,0.00106589,1.37091394
0.73081024,0.02,0.22741152,0.22301982,0.54135056,0.024,0.02,0.00106552,1.37165366
0.73283585,0.02,0.22741152,0.22301982,0.54135056,0.024,0.02,0.00106359,1.37533132
0.73656887,0.02,0.22741152,0.22301982,0.54135056,0.024,0.02,0.00105992,1.38201632
0.74,0.02,0.22741152,0.22301982,0.54135056,0.024,0.02,0.0010566,1.38805368
0.74032165,0.02,0.23715308,0.2305739,0.5419247,0.024,0.02,0.00105627,1.38861446
0.74064329,0.02,0.23715308,0.2305739,0.5419247,0.024,0.02,0.00105592,1.38917436
0.74225152,0.02,0.23715308,0.2305739,0.5419247,0.024,0.02,0.00105406,1.3919608
0.74609767,0.02,0.23715308,0.2305739,0.5419247,0.024,0.02,0.0010491,1.3985345
0.74994383,0.02,0.23715308,0.2305739,0.5419247,0.024,0.02,0.00104439,1.40497703
0.75,0.02,0.23715308,0.2305739,0.5419247,0.024,0.02,0.00104432,1.40507013
0.7504001,0.02,0.24372842,0.23813062,0.53666051,0.022,0.02,0.00104385,1.40573257
0.7508002,0.02,0.24372842,0.23813062,0.53666051,0.022,0.02,0.00104337,1.40639361
0.75280071,0.02,0.24372842,0.23813062,0.53666051,0.022,0.02,0.00104094,1.40967772
0.75675457,0.02,0.24372842,0.23813062,0.53666051,0.022,0.02,0.0010363,1.41606358
0.76,0.02,0.24372842,0.23813062,0.53666051,0.022,0.02,0.00103304,1.42119931
0.76038787,0.02,0.2506163,0.24570651,0.53743233,0.022,0.02,0.00103267,1.42180674
0.76077573,0.02,0.2506163,0.24570651,0.53743233,0.022,0.02,0.00103229,1.42241282
0.76271507,0.02,0.2506163,0.24570651,0.53743233,0.022,0.02,0.00103038,1.42542319
0.76677276,0.02,0.2506163,0.24570651,0.53743233,0.022,0.02,0.00102642,1.43161245
0.77,0.02,0.2506163,0.24570651,0.53743233,0.022,0.02,0.00102348,1.4364285
0.77034083,0.02,0.26000544,0.25325915,0.53197429,0.022,0.02,0.00102316,1.43693168
0.77068165,0.02,0.26000544,0.25325915,0.53197429,0.022,0.02,0.00102283,1.43743385
0.77238579,0.02,0.26000544,0.25325915,0.53197429,0.022,0.02,0.00102107,1.43992936
0.77613182,0.02,0.26000544,0.25325915,0.53197429,0.022,0.02,0.00101681,1.44532432
0.77987784,0.02,0.26000544,0.25325915,0.53197429,0.022,0.02,0.00101274,1.45059176
0.78,0.02,0.26000544,0.25325915,0.53197429,0.022,0.02,0.00101261,1.45076138
0.7804486,0.02,0.26526782,0.26082753,0.52915555,0.02,0.02,0.00101214,1.4513831
0.7808972,0.02,0.26526782,0.26082753,0.52915555,0.02,0.02,0.00101166,1.45200301
0.78314019,0.02,0.26526782,0.26082753,0.52915555,0.02,0.02,0.00100924,1.4550754
0.78740047,0.02,0.26526782,0.26082753,0.52915555,0.02,0.02,0.0010046,1.46078556
0.79,0.02,0.26526782,0.26082753,0.52915555,0.02,0.02,0.00100171,1.46418909
0.79031687,0.02,0.27617628,0.26900816,0.52531997,0.02,0.02,0.00100133,1.46459986
0.79063374,0.02,0.27617628,0.26900816,0.52531997,0.02,0.02,0.00100095,1.46500976
0.79221807,0.02,0.27617628,0.26900816,0.52531997,0.02,0.02,0.00099886,1.46704612
0.79590847,0.02,0.27617628,0.26900816,0.52531997,0.02,0.02,0.00099334,1.47170358
0.79959886,0.02,0.27617628,0.26900816,0.52531997,0.02,0.02,0.00098779,1.47623766
0.8,0.02,0.27617628,0.26900816,0.52531997,0.02,0.02,0.00098721,1.47672299
0.80043677,0.02,0.28225687,0.27648184,0.52011703,0.02,0.02,0.00098658,1.47724978
0.80087354,0.02,0.28225687,0.27648184,0.52011703,0.02,0.02,0.00098594,1.47777483
0.80305741,0.02,0.28225687,0.27648184,0.52011703,0.02,0.02,0.0009828,1.48037414
0.80753233,0.02,0.28225687,0.27648184,0.52011703,0.02,0.02,0.00097677,1.48556422
0.81,0.02,0.28225687,0.27648184,0.52011703,0.02,0.02,0.00097375,1.48834788
0.81036604,0.02,0.29086684,0.28461829,0.51505613,0.02,0.02,0.00097331,1.48875611
0.81073207,0.02,0.29086684,0.28461829,0.51505613,0.02,0.02,0.00097286,1.48916315
0.81256225,0.02,0.29086684,0.28461829,0.51505613,0.02,0.02,0.00097056,1.49118053
0.81654995,0.02,0.29086684,0.28461829,0.51505613,0.02,0.02,0.00096534,1.49547294
0.82,0.02,0.29086684,0.28461829,0.51505613,0.02,0.02,0.00096089,1.49907171
0.82040193,0.02,0.29793698,0.29240997,0.50910714,0.02,0.02,0.00096037,1.49948408
0.82080386,0.02,0.29793698,0.29240997,0.50910714,0.02,0.02,0.00095985,1.49989503
0.8228135,0.02,0.29793698,0.29240997,0.50910714,0.02,0.02,0.00095715,1.50192855
0.8270084,0.02,0.29793698,0.29240997,0.50910714,0.02,0.02,0.00095127,1.50605904
0.83,0.02,0.29793698,0.29240997,0.50910714,0.02,0.02,0.00094699,1.50891021
0.83037646,0.02,0.30630213,0.30051727,0.50384562,0.02,0.02,0.00094643,1.5092635
0.83075293,0.02,0.30630213,0.30051727,0.50384562,0.02,0.02,0.00094587,1.50961556
0.83263524,0.02,0.30630213,0.30051727,0.50384562,0.02,0.02,0.00094294,1.51135773
0.83679266,0.02,0.30630213,0.30051727,0.50384562,0.02,0.02,0.00093593,1.5150981
0.84,0.02,0.30630213,0.30051727,0.50384562,0.02,0.02,0.00093027,1.51788213
0.84037391,0.02,0.31480799,0.30884508,0.49907591,0.02,0.02,0.00092959,1.51820097
0.84074782,0.02,0.31480799,0.30884508,0.49907591,0.02,0.02,0.0009289,1.51851864
0.84261736,0.02,0.31480799,0.30884508,0.49907591,0.02,0.02,0.00092535,1.52008935
0.8468566,0.02,0.31480799,0.30884508,0.49907591,0.02,0.02,0.00091686,1.52354188
0.85,0.02,0.31480799,0.30884508,0.49907591,0.02,0.02,0.00091044,1.52600375
0.85036619,0.02,0.32376168,0.31722877,0.49120711,0.02,0.02,0.00090969,1.52628516
0.85073237,0.02,0.32376168,0.31722877,0.49120711,0.02,0.02,0.00090893,1.52656544
0.8525633,0.02,0.32376168,0.31722877,0.49120711,0.02,0.02,0.00090506,1.52795027
0.85686881,0.02,0.32376168,0.31722877,0.49120711,0.02,0.02,0.0008958,1.53109725
0.86,0.02,0.32376168,0.31722877,0.49120711,0.02,0.02,0.0008893,1.53328877
0.86042873,0.02,0.33191396,0.32381455,0.48737537,0.02,0.02,0.00088842,1.5335825
0.86085746,0.02,0.33191396,0.32381455,0.48737537,0.02,0.02,0.00088756,1.53387472
0.86300112,0.02,0.33191396,0.32381455,0.48737537,0.02,0.02,0.00088324,1.53531326
0.86770604,0.02,0.33191396,0.32381455,0.48737537,0.02,0.02,0.0008741,1.53833919
0.87,0.02,0.33191396,0.32381455,0.48737537,0.02,0.02,0.00086983,1.53974971
0.87036991,0.02,0.33843599,0.33460583,0.47997749,0.02,0.02,0.00086914,1.53997326
0.87073982,0.02,0.33843599,0.33460583,0.47997749,0.02,0.02,0.00086845,1.54019575
0.87258937,0.02,0.33843599,0.33460583,0.47997749,0.02,0.02,0.00086495,1.54129224
0.8771191,0.02,0.33843599,0.33460583,0.47997749,0.02,0.02,0.00085614,1.54386633
0.88,0.02,0.33843599,0.33460583,0.47997749,0.02,0.02,0.00085051,1.54542162
0.88036397,0.02,0.35025429,0.34040718,0.4760826,0.02,0.02,0.0008498,1.54561364
0.88072795,0.02,0.35025429,0.34040718,0.4760826,0.02,0.02,0.00084908,1.54580467
0.88254782,0.02,0.35025429,0.34040718,0.4760826,0.02,0.02,0.00084547,1.54674502
0.88718261,0.02,0.35025429,0.34040718,0.4760826,0.02,0.02,0.00083627,1.54902868
0.89,0.02,0.35025429,0.34040718,0.4760826,0.02,0.02,0.00083091,1.55033905
0.89048101,0.02,0.35457128,0.34882987,0.47041073,0.02,0.02,0.00083002,1.55055696
0.89096201,0.02,0.35457128,0.34882987,0.47041073,0.02,0.02,0.00082913,1.55077319
0.89336704,0.02,0.35457128,0.34882987,0.47041073,0.02,0.02,0.00082473,1.55182946
0.89859546,0.02,0.35457128,0.34882987,0.47041073,0.02,0.02,0.00081544,1.55398475
0.9,0.02,0.35457128,0.34882987,0.47041073,0.02,0.02,0.00081296,1.55453159
0.90033493,0.02,0.36567895,0.35912776,0.46654105,0.02,0.02,0.00081237,1.55466003
0.90066987,0.02,0.36567895,0.35912776,0.46654105,0.02,0.02,0.00081177,1.55478773
0.90234454,0.02,0.36567895,0.35912776,0.46654105,0.02,0.02,0.00080871,1.55541516
0.90696921,0.02,0.36567895,0.35912776,0.46654105,0.02,0.02,0.00079989,1.55705275
0.91,0.02,0.36567895,0.35912776,0.46654105,0.02,0.02,0.00079422,1.55805029
0.91070015,0.02,0.37101736,0.36372812,0.46370902,0.02,0.02,0.00079295,1.55827227
0.91140031,0.02,0.37101736,0.36372812,0.46370902,0.02,0.02,0.00079169,1.55849111
0.91490107,0.02,0.37101736,0.36372812,0.46370902,0.02,0.02,0.00078569,1.5595386
0.92,0.02,0.37101736,0.36372812,0.46370902,0.02,0.02,0.0007777,1.56092862
0.92040792,0.02,0.37967134,0.37293512,0.4613842,0.02,0.02,0.00077708,1.56103313
0.92081584,0.02,0.37967134,0.37293512,0.4613842,0.02,0.02,0.00077646,1.56113669
0.92285544,0.02,0.37967134,0.37293512,0.4613842,0.02,0.02,0.00077328,1.56164039
0.9283733,0.02,0.37967134,0.37293512,0.4613842,0.02,0.02,0.00076414,1.5628886
0.93,0.02,0.37967134,0.37293512,0.4613842,0.02,0.02,0.00076132,1.56322558
0.9304493,0.02,0.38795402,0.38051537,0.46146429,0.02,0.02,0.00076052,1.56331624
0.93089859,0.02,0.38795402,0.38051537,0.46146429,0.02,0.02,0.00075972,1.56340586
0.93314507,0.02,0.38795402,0.38051537,0.46146429,0.02,0.02,0.00075564,1.56383865
0.93903007,0.02,0.38795402,0.38051537,0.46146429,0.02,0.02,0.00074466,1.56485376
0.94,0.02,0.38795402,0.38051537,0.46146429,0.02,0.02,0.00074287,1.56500495
0.94059094,0.02,0.39358738,0.38657748,0.46044728,0.02,0.02,0.00074178,1.56509489
0.94118189,0.02,0.39358738,0.38657748,0.46044728,0.02,0.02,0.0007407,1.56518321
0.9441366,0.02,0.39358738,0.38657748,0.46044728,0.02,0.02,0.00073536,1.5656008
0.95,0.02,0.39358738,0.38657748,0.46044728,0.02,0.02,0.00072525,1.56631565
0.95052354,0.02,0.40077483,0.3933606,0.46287293,0.02,0.02,0.00072437,1.56637246
0.95104707,0.02,0.40077483,0.3933606,0.46287293,0.02,0.02,0.0007235,1.56642817
0.95366475,0.02,0.40077483,0.3933606,0.46287293,0.02,0.02,0.00071917,1.56669067
0.96,0.02,0.40077483,0.3933606,0.46287293,0.02,0.02,0.0007089,1.56722081
0.96066684,0.02,0.40524628,0.3992464,0.46657941,0.02,0.02,0.00070785,1.56726844
0.96133369,0.02,0.40524628,0.3992464,0.46657941,0.02,0.02,0.00070679,1.56731462
0.9646679,0.02,0.40524628,0.3992464,0.46657941,0.02,0.02,0.00070157,1.56752428
0.97,0.02,0.40524628,0.3992464,0.46657941,0.02,0.02,0.00069329,1.56779162
0.97054694,0.02,0.41269602,0.40431472,0.47040001,0.02,0.02,0.00069244,1.56781473
0.97109388,0.02,0.41269602,0.40431472,0.47040001,0.02,0.02,0.00069158,1.56783709
0.97382856,0.02,0.41269602,0.40431472,0.47040001,0.02,0.02,0.00068723,1.56793831
0.97882594,0.02,0.41269602,0.40431472,0.47040001,0.02,0.02,0.00067897,1.56808203
0.98,0.02,0.41269602,0.40431472,0.47040001,0.02,0.02,0.000677,1.56810888
0.98138018,0.02,0.41405756,0.40642228,0.4733586,0.02,0.02,0.00067468,1.56813742
0.98276035,0.02,0.41405756,0.40642228,0.4733586,0.02,0.02,0.00067236,1.56816289
0.98861225,0.02,0.41405756,0.40642228,0.4733586,0.02,0.02,0.00066259,1.56824168
0.99,0.02,0.41405756,0.40642228,0.4733586,0.02,0.02,0.00066029,1.56825471
