hip_flexion_l,hip_adduction_l,hip_rotation_l,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_l,osl_knee_angle_r,ankle_angle_l,osl_ankle_angle_r,pelvis_euler_roll,pelvis_euler_pitch,pelvis_euler_yaw,pelvis_vel_X,pelvis_vel_Y,pelvis_vel_Z,l_foot_relative_X,l_foot_relative_Y,l_foot_relative_Z,r_foot_relative_X,r_foot_relative_Y,r_foot_relative_Z
-0.101777948,0.009726506,-0.227791241,0.419138043,-0.027424724,-0.22002799,0.101956955,0.624137634,0.148937936,-0.014008905,-0.0542564,0.035258868,-1.511205835,1.036284735,-0.002654538,-0.192110569,-0.028613483,-0.097983722,-0.896670097,0.172003212,0.110414348,-0.874555782
-0.109172195,0.003184312,-0.231408488,0.423238131,-0.020569522,-0.214327637,0.098387534,0.598543724,0.146633887,-0.005480883,-0.059047259,0.035586963,-1.511978652,1.047415577,0.013825032,-0.192322733,-0.032958142,-0.102558881,-0.896541801,0.185519774,0.107993009,-0.872825915
-0.117849857,-0.001938425,-0.233884474,0.425787885,-0.015940103,-0.210228625,0.093447496,0.572883828,0.146863928,0.005862572,-0.062646892,0.035471103,-1.512404696,1.066501062,0.02525004,-0.19620622,-0.03778502,-0.106149107,-0.89607221,0.197866452,0.107069189,-0.870814031
-0.127899375,-0.005152119,-0.234984775,0.426667078,-0.013931431,-0.207840643,0.08695419,0.54693579,0.150913956,0.019378174,-0.064709282,0.035019679,-1.512327346,1.091438866,0.028721739,-0.204993017,-0.043077987,-0.108345206,-0.895133368,0.209019158,0.107916174,-0.868620854
-0.139467332,-0.006374461,-0.235102009,0.425873296,-0.013750458,-0.20594046,0.079035191,0.520088477,0.158300351,0.033538632,-0.065256581,0.034143772,-1.512191366,1.119108037,0.023304118,-0.217662434,-0.049009932,-0.10911286,-0.893754903,0.219174973,0.110115696,-0.86635359
-0.152705314,-0.005558176,-0.234682731,0.423414259,-0.014501941,-0.203190184,0.069844761,0.491697298,0.168387272,0.046740616,-0.06434261,0.03273749,-1.512493254,1.1463,0.00823,-0.233,-0.05577,-0.10845,-0.89198,0.22855,0.11319,-0.86412
-0.167647066,-0.002835564,-0.234134368,0.419418138,-0.015287857,-0.198667712,0.059656568,0.461347752,0.180299872,0.057565949,-0.062154376,0.030722004,-1.513651195,1.169962864,-0.015957788,-0.249691022,-0.063501357,-0.106492731,-0.88987601,0.237371259,0.116619172,-0.861999725
-0.183854977,0.000942755,-0.233707838,0.414494922,-0.01519906,-0.193114076,0.049221917,0.429545694,0.192207272,0.06533709,-0.059411631,0.028126739,-1.51577012,1.18767148,-0.043476414,-0.26601991,-0.072163245,-0.10392986,-0.887606947,0.245909429,0.119714668,-0.859959923
-0.200773597,0.004746586,-0.233614927,0.409375051,-0.013323621,-0.187686093,0.039411521,0.397027071,0.202039585,0.069561655,-0.056967314,0.025008184,-1.518876648,1.197157382,-0.067233044,-0.280170852,-0.081668923,-0.101588367,-0.885360992,0.254446103,0.121745784,-0.857939632
-0.217812034,0.007586984,-0.234036164,0.40476802,-0.008859865,-0.183484312,0.031060373,0.364491567,0.207916202,0.069796021,-0.055626502,0.021457343,-1.522934718,1.19633963,-0.080591237,-0.290430996,-0.09188765,-0.100250424,-0.883317327,0.263261876,0.122056951,-0.855872419
-0.23396739,0.008954542,-0.234788666,0.40113983,-0.002287791,-0.180955128,0.024588198,0.332217333,0.210156855,0.066163419,-0.055637884,0.0179665,-1.527179614,1.185317236,-0.082220103,-0.296284435,-0.102177142,-0.100177277,-0.881550549,0.2726257,0.120866025,-0.853628275
-0.247970956,0.008649234,-0.235455093,0.398799388,0.005085713,-0.180122905,0.020146812,0.300210561,0.210500856,0.059152793,-0.056891188,0.01528682,-1.530376519,1.165595631,-0.074211696,-0.297987481,-0.111565092,-0.10129409,-0.880067775,0.28279902,0.11895436,-0.851036173
-0.258559836,0.006483756,-0.235613213,0.398048967,0.011943771,-0.180993426,0.017880864,0.268473411,0.210704275,0.049269064,-0.059265128,0.014168021,-1.531293622,1.138721926,-0.058743276,-0.295819746,-0.119080866,-0.103515946,-0.878874564,0.294039472,0.11711138,-0.847924639
-0.265085653,0.002724843,-0.234781715,0.398949883,0.017197124,-0.182879564,0.017773021,0.237038117,0.212109232,0.037610254,-0.062336389,0.015013817,-1.529349435,1.107337354,-0.039681868,-0.290686681,-0.124184312,-0.106488991,-0.877950277,0.306383673,0.116046991,-0.844136359
-0.267852539,-0.001657013,-0.232387718,0.401189961,0.020109318,-0.184020191,0.019554874,0.205983527,0.215416229,0.026193681,-0.065213519,0.017691628,-1.524970477,1.075779042,-0.023513625,-0.284463784,-0.127002526,-0.109442528,-0.877233668,0.31952566,0.116347846,-0.839535971
-0.26724656,-0.005630781,-0.227850465,0.404424902,0.019974246,-0.182561789,0.022936419,0.1753925,0.221270574,0.017115746,-0.066964793,0.022022739,-1.518669974,1.04853,-0.01695,-0.27911,-0.12772,-0.11157,-0.87666,0.33313,0.11859,-0.83399
-0.263804536,-0.008320347,-0.220847521,0.408399392,0.016406462,-0.177080943,0.027581336,0.145449704,0.229963414,0.012133997,-0.066855115,0.027783431,-1.511088522,1.029440034,-0.024717956,-0.276169475,-0.126629541,-0.112232256,-0.876170775,0.346884206,0.123110269,-0.827411128
-0.258666289,-0.009469258,-0.212089751,0.413214074,0.010303158,-0.167874659,0.032968047,0.116747047,0.240369267,0.011650585,-0.064935896,0.034569974,-1.503376186,1.019826134,-0.043606488,-0.275527168,-0.124457212,-0.111459774,-0.875732449,0.360567562,0.129288531,-0.819896667
-0.253122395,-0.008975976,-0.202546346,0.419058581,0.002882183,-0.155670042,0.038528662,0.089978248,0.251008492,0.015728808,-0.061455176,0.041933633,-1.496810399,1.020372086,-0.068420099,-0.276653244,-0.122037392,-0.109450435,-0.875317719,0.373982298,0.136265426,-0.811590089
-0.248417296,-0.00677896,-0.193202941,0.426071171,-0.004680249,-0.141260466,0.043711816,0.065789568,0.260469496,0.024317231,-0.056684114,0.04942366,-1.49256476,1.031566897,-0.094031501,-0.278985552,-0.120173007,-0.106422612,-0.87489906,0.386921879,0.143208855,-0.802655548
-0.245259162,-0.003281621,-0.18523636,0.433792873,-0.011691966,-0.126209616,0.0481583,0.044275576,0.268131747,0.036030646,-0.051162669,0.056565891,-1.4906058,1.051635265,-0.116106334,-0.281586289,-0.11930138,-0.102832875,-0.874446372,0.3990779,0.149603622,-0.793497685
-0.244010175,0.000812658,-0.179946772,0.441379414,-0.017773076,-0.112578159,0.051632871,0.025174909,0.273885072,0.048623344,-0.045604216,0.062871052,-1.4901213,1.077341042,-0.130821806,-0.283275298,-0.11962396,-0.099291468,-0.873927897,0.410076233,0.155138981,-0.784676289
-0.245022286,0.004799979,-0.178618992,0.447983228,-0.022552686,-0.102421292,0.053906266,0.008220167,0.27763218,0.059852066,-0.040720216,0.067852441,-1.490290142,1.105439335,-0.134420898,-0.282878922,-0.121336106,-0.096406361,-0.873311925,0.419543477,0.159510655,-0.776750742
-0.248379413,0.008245277,-0.181493203,0.452944631,-0.02588738,-0.096969172,0.054983902,-0.006862494,0.279538218,0.068481267,-0.036933834,0.071192479,-1.490536217,1.133621351,-0.126581302,-0.279855896,-0.124503778,-0.09449541,-0.872571528,0.427215536,0.162597992,-0.770100853
-0.253750024,0.011130189,-0.187190404,0.455895156,-0.027986334,-0.096173144,0.055234958,-0.02035691,0.280175112,0.074837346,-0.03422138,0.072835738,-1.490663177,1.161029249,-0.112304516,-0.274645167,-0.128992364,-0.093426791,-0.871687182,0.432997742,0.164564957,-0.764828096
-0.260766851,0.013472196,-0.194192314,0.456491389,-0.029089054,-0.099874547,0.055059902,-0.032547773,0.28014978,0.079381065,-0.03252072,0.072749337,-1.490507341,1.18693,-0.09705,-0.26777,-0.13465,-0.09303,-0.87064,0.43681,0.1656,-0.76101
-0.268950713,0.015299448,-0.201036182,0.45472436,-0.029442849,-0.10762029,0.054847839,-0.043543935,0.27988224,0.082582278,-0.031716118,0.071089426,-1.489995851,1.21065432,-0.085504014,-0.259633773,-0.141228374,-0.093117514,-0.869449143,0.438732548,0.165891322,-0.758616786
-0.277374787,0.016682755,-0.206481395,0.451922876,-0.029326238,-0.117779571,0.054942418,-0.052750892,0.279044923,0.084947208,-0.031477415,0.068768256,-1.489419121,1.231787891,-0.079260025,-0.250160309,-0.148093397,-0.093433746,-0.868285958,0.439486956,0.165626131,-0.75718945
-0.285000336,0.017703598,-0.209342869,0.449750193,-0.029025545,-0.12842716,0.055675923,-0.059398299,0.27712336,0.086991168,-0.031420845,0.066887106,-1.48915839,1.249980138,-0.079138298,-0.239153543,-0.15451453,-0.093706089,-0.867359835,0.439955125,0.164991389,-0.756161679
-0.290830022,0.018426134,-0.20855638,0.449782718,-0.028821143,-0.137685551,0.057380267,-0.062739379,0.273642105,0.089191948,-0.03118892,0.066489688,-1.489540561,1.264861327,-0.085758484,-0.226505022,-0.159798237,-0.093690549,-0.86686764,0.440966918,0.164173547,-0.755001643
-0.294347724,0.018713132,-0.204462653,0.45258727,-0.028924286,-0.144232051,0.060383036,-0.062301363,0.268579326,0.091591101,-0.030729612,0.067950484,-1.490260911,1.275838995,-0.097408046,-0.213124765,-0.163681091,-0.09347572,-0.866860583,0.442747255,0.163353137,-0.753578358
-0.295347787,0.018297438,-0.198308831,0.458079324,-0.029501626,-0.14710191,0.065009027,-0.05778826,0.262205852,0.093948741,-0.030187968,0.071212218,-1.490607216,1.282176987,-0.110869815,-0.200579878,-0.16617716,-0.093364773,-0.867295906,0.445130768,0.162706868,-0.752019456
-0.293638769,0.016911751,-0.191349466,0.466154361,-0.030713584,-0.145350366,0.071579029,-0.048916389,0.25480243,0.096021875,-0.029712981,0.076203879,-1.48986775,1.28316452,-0.12292892,-0.190429359,-0.167310257,-0.093663229,-0.868127701,0.447942467,0.162407821,-0.750458559
-0.289571362,0.014410023,-0.184377028,0.476159759,-0.032390979,-0.138873936,0.080176216,-0.035963987,0.24695241,0.09766262,-0.029493324,0.082462202,-1.487768283,1.279756942,-0.132013048,-0.183088902,-0.167411552,-0.094603126,-0.869214988,0.450820211,0.162415108,-0.749130303
-0.284336575,0.010834144,-0.177467762,0.486593329,-0.033853759,-0.128873122,0.090515462,-0.020080267,0.239708174,0.098870515,-0.029779175,0.088915932,-1.484712695,1.275492102,-0.139095854,-0.177202073,-0.167288616,-0.096302602,-0.870269427,0.45311178,0.162356191,-0.748425892
-0.279197702,0.00624217,-0.170636303,0.495879805,-0.034377925,-0.1166606,0.102279959,-0.002489363,0.234162448,0.099657777,-0.030826005,0.094441511,-1.481163198,1.27413,-0.14537,-0.17126,-0.16779,-0.09887,-0.87099,0.45414,0.16183,-0.74875
-0.275278279,0.000738494,-0.16386668,0.502702456,-0.033377263,-0.103577345,0.115090513,0.015619623,0.231024233,0.099836958,-0.032802372,0.098107693,-1.477576943,1.278944084,-0.151719898,-0.163470824,-0.169633166,-0.102353522,-0.871139255,0.453396485,0.160484561,-0.750408361
-0.2731428,-0.005387154,-0.157020491,0.506778689,-0.030816709,-0.091077556,0.128318387,0.033197719,0.229467612,0.098421945,-0.035529191,0.09975248,-1.474390833,1.291261598,-0.157796956,-0.150910749,-0.173011205,-0.106560815,-0.870734,0.451047994,0.158164266,-0.753310963
-0.273216004,-0.011798707,-0.149928726,0.508084452,-0.026798987,-0.080643732,0.14127246,0.049230984,0.228282938,0.094226956,-0.038740464,0.099406184,-1.47203671,1.311923234,-0.162944332,-0.130372994,-0.177986118,-0.111239387,-0.869854605,0.447430073,0.154762602,-0.757268853
-0.275829553,-0.018162507,-0.142484182,0.506651248,-0.021470412,-0.0736604,0.153322538,0.062777433,0.226261005,0.086167283,-0.042168224,0.097147045,-1.470884339,1.341508666,-0.16655767,-0.099100209,-0.184574774,-0.116138862,-0.868593502,0.442888139,0.1502174,-0.762081191
-0.280233114,-0.024172876,-0.13529816,0.50315646,-0.015484082,-0.070373134,0.164546706,0.073731556,0.222197702,0.074333187,-0.045521586,0.093610435,-1.470581869,1.377563244,-0.168642768,-0.059559666,-0.192269374,-0.121033428,-0.867183323,0.437882342,0.14498201,-0.767408925
-0.284978296,-0.029542186,-0.129445511,0.498694168,-0.009820047,-0.070292698,0.175480003,0.082527506,0.214892205,0.059572976,-0.048494881,0.089791172,-1.47031189,1.415674686,-0.169599073,-0.017589363,-0.200223625,-0.125713126,-0.865947152,0.432946859,0.139842372,-0.772823833
-0.288616497,-0.033985748,-0.126000303,0.494356617,-0.005453678,-0.072914913,0.186663704,0.089608326,0.203158258,0.042749669,-0.050785081,0.086681523,-1.469259752,1.451431603,-0.169861656,0.020935256,-0.207593422,-0.129969371,-0.865206304,0.428611563,0.135582292,-0.777899856
-0.29038467,-0.037376914,-0.125526019,0.490709462,-0.002752544,-0.07757384,0.198556357,0.095410852,0.186680264,0.024851111,-0.052262368,0.084761397,-1.467242173,1.482433751,-0.171609399,0.051262794,-0.214004558,-0.133660218,-0.865085636,0.425074152,0.132524709,-0.782429871
-0.290582371,-0.039834008,-0.127794737,0.487502137,-0.001142119,-0.083352803,0.21148828,0.100362298,0.166492147,0.007058621,-0.053065401,0.083716548,-1.465054488,1.509398157,-0.179724083,0.070384127,-0.219811157,-0.136747016,-0.865405486,0.422017452,0.130278227,-0.786546112
-0.289600563,-0.041496425,-0.132510458,0.484413865,3.32E-05,-0.089313559,0.225778759,0.104889052,0.143743921,-0.009429839,-0.053355937,0.083164415,-1.463576213,1.53331,-0.19932,0.07544,-0.22543,-0.1392,-0.86596,0.41908,0.12839,-0.79041
-0.288029961,-0.042569441,-0.139233657,0.481081584,0.001522624,-0.094587534,0.241571193,0.109395734,0.11964246,-0.02374353,-0.053343994,0.082641517,-1.463696514,1.554887725,-0.233315673,0.065467975,-0.231341728,-0.141037007,-0.86649823,0.415875528,0.12632324,-0.794207268
-0.287260279,-0.043521862,-0.146950704,0.476973101,0.004450634,-0.098584827,0.258305422,0.114199902,0.095622089,-0.036320601,-0.053432648,0.081360695,-1.466343158,1.573782836,-0.275846559,0.047092867,-0.238282438,-0.142466293,-0.866588858,0.411918544,0.123205387,-0.798220883
-0.288880983,-0.044888372,-0.154504446,0.471513939,0.010035319,-0.100785204,0.275245399,0.119597348,0.073173994,-0.047926425,-0.054073241,0.078453871,-1.472453563,1.589380102,-0.318852345,0.028836304,-0.247052088,-0.143743717,-0.865755474,0.406698753,0.118079937,-0.802758119
-0.294270661,-0.04717704,-0.160779201,0.464224822,0.01934409,-0.10074859,0.291731814,0.125886356,0.053664417,-0.059264403,-0.055683397,0.073166145,-1.482786248,1.60091115,-0.354355562,0.018858046,-0.258328534,-0.145125432,-0.863577304,0.399769868,0.110115964,-0.808085288
-0.302356492,-0.050586507,-0.165141409,0.455733153,0.031692271,-0.098966768,0.307997452,0.133394167,0.037007137,-0.070317488,-0.058288809,0.06605832,-1.496020042,1.605827331,-0.375341791,0.021111138,-0.271370193,-0.146871021,-0.860280367,0.391429707,0.099942366,-0.813992524
-0.310484095,-0.055115784,-0.167268552,0.447380327,0.045264815,-0.096532711,0.324850642,0.142466708,0.022178857,-0.080603832,-0.061662305,0.058540041,-1.509492039,1.600431434,-0.37541793,0.03683461,-0.284519713,-0.149242274,-0.856507966,0.382456157,0.089129864,-0.819962742
-0.315983639,-0.060757607,-0.166848721,0.440511013,0.058233043,-0.094548094,0.343105663,0.15344379,0.008135042,-0.089632427,-0.065571689,0.052028068,-1.520528912,1.581079414,-0.348340248,0.067156493,-0.296112165,-0.152498271,-0.852908629,0.37363208,0.079257849,-0.825476511
-0.316839855,-0.067327848,-0.16389528,0.435952452,0.069081051,-0.094035156,0.363358289,0.166279724,-0.006506196,-0.096827374,-0.069735928,0.047517388,-1.527174014,1.548465829,-0.296205812,0.10925872,-0.304943775,-0.156733059,-0.850027153,0.365558788,0.071483957,-0.830180635
-0.312052047,-0.074368236,-0.158925773,0.433729867,0.076777728,-0.095893025,0.385865606,0.180331294,-0.023649638,-0.101481201,-0.073798302,0.045349236,-1.528581543,1.510010067,-0.234039926,0.154206776,-0.310525554,-0.161784887,-0.848247549,0.358556193,0.066312111,-0.833979586
-0.300706791,-0.08139692,-0.15250111,0.433799491,0.080333666,-0.101010232,0.410855567,0.194903885,-0.045245043,-0.102875117,-0.077395578,0.04580861,-1.524001257,1.47371,-0.17798,0.19254,-0.31243,-0.16747,-0.84794,0.35292,0.06419,-0.8368
-0.282671745,-0.087977938,-0.145274814,0.435857867,0.079295328,-0.109706086,0.438305791,0.20934869,-0.072401137,-0.100541477,-0.080226909,0.048873942,-1.513440198,1.446571317,-0.141586332,0.216385238,-0.310660513,-0.173516495,-0.849247635,0.348735641,0.065192976,-0.838655393
-0.260938887,-0.093858876,-0.138270842,0.438562767,0.075352659,-0.120022982,0.467192547,0.223200152,-0.102862498,-0.095017225,-0.082240975,0.053297409,-1.499934554,1.431630993,-0.128110779,0.224219369,-0.306944091,-0.17929987,-0.851405383,0.345247461,0.067907042,-0.839906804
-0.239281277,-0.098833208,-0.132605761,0.440312275,0.070731476,-0.12943409,0.496241771,0.236038521,-0.133532669,-0.087090455,-0.083448845,0.057524622,-1.487277802,1.430933823,-0.138228085,0.216106782,-0.303438634,-0.184107476,-0.853421122,0.341489536,0.070545863,-0.841002148
-0.221281193,-0.102708539,-0.129326665,0.439594468,0.067553516,-0.135549966,0.524262976,0.247475806,-0.161398164,-0.077551676,-0.083866638,0.060078425,-1.479065885,1.445817158,-0.171785161,0.192522359,-0.302189938,-0.187267941,-0.854344458,0.336543916,0.071429908,-0.842368051
-0.208303068,-0.105456712,-0.12867302,0.435943615,0.066730627,-0.137578292,0.551037261,0.257493182,-0.184410026,-0.067219508,-0.083569229,0.060379506,-1.476598429,1.46939431,-0.219005364,0.158712987,-0.303940594,-0.188589739,-0.853710083,0.330050392,0.070121218,-0.844183593
-0.200280471,-0.107155537,-0.130363242,0.429568948,0.068394079,-0.135757156,0.57697256,0.266309998,-0.201141578,-0.056930705,-0.0826694,0.058427803,-1.479693564,1.489472759,-0.263903305,0.123004264,-0.308592423,-0.188190925,-0.851365648,0.322008586,0.066982851,-0.846468147
-0.197106635,-0.107886242,-0.1341015,0.420696445,0.072651929,-0.130357016,0.602486947,0.274149456,-0.21021308,-0.047515869,-0.08128116,0.054238736,-1.488126725,1.493876873,-0.29053535,0.093719207,-0.316024402,-0.186199809,-0.847170336,0.312428676,0.062394985,-0.849236748
-0.197685637,-0.107829357,-0.139258159,0.409881938,0.079000074,-0.122560236,0.627980171,0.281227926,-0.212438696,-0.039418338,-0.079554407,0.048177405,-1.500593007,1.476750191,-0.291671962,0.075947189,-0.325585855,-0.183050471,-0.84136225,0.301594386,0.05696395,-0.85240358
-0.199388355,-0.107319329,-0.144686191,0.398192531,0.085985556,-0.114962629,0.653823576,0.287751183,-0.21203315,-0.032481184,-0.07769466,0.041150912,-1.514112975,1.442030964,-0.273590449,0.06976543,-0.335805141,-0.179650937,-0.83476682,0.290213431,0.051646615,-0.855726521
-0.199453783,-0.106703845,-0.149194061,0.386739306,0.092073797,-0.110281596,0.680386066,0.293924093,-0.213503684,-0.026495843,-0.075912223,0.034112984,-1.525563152,1.3945,-0.24373,0.07482,-0.34514,-0.17695,-0.82826,0.27903,0.04743,-0.85895
-0.195598944,-0.10625634,-0.151906456,0.37649579,0.096033147,-0.110399318,0.707859782,0.299922069,-0.220562227,-0.021236955,-0.07435212,0.02793316,-1.532465506,1.339876154,-0.209238729,0.090142299,-0.352286938,-0.175687358,-0.822604414,0.268711509,0.045065765,-0.861848006
-0.187452986,-0.105953237,-0.153212964,0.367885277,0.097843671,-0.113857102,0.735729835,0.305802734,-0.233739449,-0.016411962,-0.072898248,0.023144229,-1.534923785,1.28763048,-0.176100444,0.112305049,-0.356897525,-0.175766317,-0.81810937,0.259618276,0.044364117,-0.864312768
-0.175123089,-0.105696707,-0.153819394,0.361193507,0.097788361,-0.118361035,0.763304576,0.311594259,-0.252770706,-0.011711507,-0.071369224,0.020194793,-1.533687184,1.24817208,-0.150007878,0.137266301,-0.358862099,-0.176881084,-0.814970851,0.252033846,0.044899903,-0.866266073
-0.158796104,-0.105386166,-0.154407921,0.356635805,0.096165528,-0.121698951,0.789923542,0.317313104,-0.277226516,-0.006845979,-0.06959733,0.019468643,-1.529529267,1.230961337,-0.135954863,0.161190878,-0.358120955,-0.178718919,-0.813344627,0.246187963,0.046256362,-0.867646442
-0.139585075,-0.104889026,-0.155385956,0.353608953,0.093451531,-0.122608964,0.815288822,0.322839551,-0.304761151,-0.001755289,-0.067573718,0.020596144,-1.523506882,1.23442979,-0.130810515,0.182647302,-0.355195154,-0.180886286,-0.812919065,0.241684932,0.048114322,-0.868586909
-0.11920059,-0.104052047,-0.156983645,0.350981641,0.090237603,-0.120442275,0.839336411,0.327966026,-0.331792594,0.003472571,-0.065392035,0.022721576,-1.516859642,1.249893594,-0.126202196,0.201754868,-0.350980442,-0.182937527,-0.813080976,0.23772555,0.05021757,-0.869346001
-0.099353301,-0.102723555,-0.159416651,0.347620072,0.087112731,-0.114585926,0.862008832,0.332487524,-0.354742533,0.008750217,-0.063147514,0.02498324,-1.510820382,1.268585342,-0.113763548,0.21865657,-0.346374268,-0.184429625,-0.813215707,0.233506762,0.052312813,-0.870182717
-0.081160202,-0.100866403,-0.162208833,0.34276925,0.084416493,-0.105964312,0.883406575,0.33644097,-0.371491097,0.014174764,-0.060927925,0.026646603,-1.506032581,1.283839205,-0.090746658,0.233366435,-0.342001543,-0.185130119,-0.81292226,0.228397958,0.054258945,-0.871258794
-0.06481812,-0.098620958,-0.163811757,0.336261326,0.082101878,-0.097884726,0.903874976,0.340238277,-0.382179004,0.020129306,-0.058809472,0.027174251,-1.502226207,1.292246812,-0.063112206,0.245698598,-0.338064741,-0.185132917,-0.812130805,0.222035814,0.056088758,-0.872585216
-0.050444728,-0.096142858,-0.16258475,0.327978957,0.080088622,-0.093859444,0.923780433,0.344323616,-0.38714143,0.027021537,-0.056867365,0.026045723,-1.499052648,1.29068,-0.03757,0.25545,-0.33473,-0.18456,-0.8108,0.21408,0.05785,-0.87416
-0.037963444,-0.093537484,-0.157360901,0.318002762,0.078303615,-0.096443302,0.943378874,0.348987023,-0.386695693,0.035120134,-0.055113355,0.023016308,-1.496232518,1.277565921,-0.01996826,0.262570976,-0.332004817,-0.18350423,-0.808962001,0.204422356,0.059587756,-0.875943969
-0.026520672,-0.090709187,-0.148868349,0.307205212,0.076702378,-0.104361395,0.962484345,0.353901993,-0.381087681,0.044137724,-0.053305353,0.018944296,-1.493763331,1.257552985,-0.012708866,0.26762545,-0.329262133,-0.181941988,-0.806942953,0.193883402,0.061336458,-0.877749172
-0.015068561,-0.087512059,-0.138308996,0.29665674,0.07524759,-0.11538138,0.980800426,0.358587887,-0.370545424,0.053647917,-0.05113781,0.014963729,-1.491711826,1.236844915,-0.017332109,0.27133074,-0.32571625,-0.179820535,-0.8051425,0.183515827,0.063127877,-0.879350464
-0.002634368,-0.083808847,-0.126911226,0.287339489,0.073891397,-0.127264517,0.998026083,0.362552694,-0.355346477,0.063216272,-0.048326769,0.012141069,-1.490144013,1.22128685,-0.034821816,0.274331079,-0.320639264,-0.177093411,-0.80393597,0.174311605,0.064995179,-0.880542868
0.010881525,-0.079562891,-0.116211289,0.279209233,0.072463506,-0.137697704,1.013806713,0.365172241,-0.336344149,0.072314759,-0.044839275,0.010757171,-1.489117441,1.212555358,-0.059692874,0.276421046,-0.313975143,-0.173787139,-0.803416019,0.166556873,0.066987781,-0.881355878
0.025015426,-0.074802432,-0.107944058,0.27155957,0.070714631,-0.144319858,1.027753143,0.365737083,-0.314763199,0.080354963,-0.040804312,0.010586047,-1.488684195,1.209637608,-0.082286663,0.27684706,-0.306101319,-0.169975327,-0.803492934,0.160082393,0.069165581,-0.881970255
0.039294163,-0.069558912,-0.10382614,0.263676164,0.068397385,-0.144805919,1.039479859,0.363547073,-0.291834466,0.086754607,-0.036355153,0.011390443,-1.488894791,1.211470215,-0.092970008,0.274838955,-0.297403207,-0.165733197,-0.80407359,0.154708244,0.07158653,-0.882568218
0.053238957,-0.063990988,-0.104279513,0.255030873,0.065457211,-0.139039908,1.048855133,0.358545102,-0.268782058,0.091360097,-0.031720524,0.012763991,-1.489710907,1.216645938,-0.087810001,0.269179734,-0.288311693,-0.161185739,-0.805042406,0.150069083,0.07418137,-0.883267955
0.066362338,-0.0584545,-0.107719481,0.245384154,0.062138445,-0.130329932,1.05614061,0.351670771,-0.246819648,0.094682287,-0.027277101,0.014038196,-1.490956525,1.223224555,-0.071709151,0.257959805,-0.279328146,-0.156535085,-0.806249001,0.14551216,0.076683661,-0.884088412
0.07817609,-0.053322252,-0.112388732,0.234521288,0.058711131,-0.12227864,1.061631773,0.343949418,-0.227160013,0.09728919,-0.02341429,0.014522012,-1.492443784,1.22922,-0.05033,0.23921,-0.27096,-0.15199,-0.80754,0.14036,0.07881,-0.88504
0.088434289,-0.048873576,-0.116727752,0.222466644,0.055435497,-0.117817568,1.065575242,0.336341171,-0.210773759,0.099710654,-0.020417732,0.013775053,-1.49397317,1.232419596,-0.028946578,0.212206524,-0.263506087,-0.14771517,-0.808833208,0.134162232,0.080360042,-0.886106866
0.097860191,-0.045013922,-0.119968229,0.210200935,0.052532504,-0.117193792,1.068022173,0.32954532,-0.197662816,0.102323856,-0.018158019,0.012359554,-1.495298559,1.229704237,-0.011278866,0.181207075,-0.25643084,-0.143698958,-0.810331158,0.127376899,0.081465665,-0.887168109
0.107419346,-0.04155527,-0.121539649,0.198943959,0.050213293,-0.119983273,1.068974857,0.324195943,-0.187586946,0.105467805,-0.016401977,0.011088409,-1.496162178,1.217728208,-0.00065833,0.151714725,-0.248990093,-0.139885645,-0.812307565,0.120689146,0.082341802,-0.888076568
0.118034349,-0.038298623,-0.120960633,0.189833476,0.048649576,-0.125669015,1.0684626,0.320879037,-0.180274391,0.109454548,-0.014911268,0.010724717,-1.49632871,1.193468935,5.39E-05,0.129020123,-0.240478525,-0.136212724,-0.815009813,0.114743524,0.083206952,-0.888695782
0.130128455,-0.034917352,-0.118785976,0.183053551,0.047554666,-0.132653386,1.066828743,0.319621675,-0.175087009,0.114282675,-0.013387469,0.011452721,-1.495823921,1.157660342,-0.006535029,0.115944538,-0.230642407,-0.132538726,-0.818379205,0.109712649,0.084321058,-0.889013706
0.143802767,-0.03100249,-0.116238976,0.178172958,0.046346135,-0.138641568,1.064619227,0.320090328,-0.171150273,0.119748546,-0.011493396,0.01308321,-1.494842018,1.113459903,-0.014290375,0.113716085,-0.219519356,-0.128671245,-0.822159569,0.105464667,0.085970802,-0.889098562
0.159147053,-0.026146646,-0.114546403,0.174745903,0.0444401,-0.141350814,1.06238404,0.321941964,-0.16758097,0.125643296,-0.008893215,0.015418076,-1.49358179,1.064106127,-0.017081205,0.123484874,-0.207156317,-0.124417806,-0.826090442,0.101860075,0.088440644,-0.88902013
0.175893368,-0.020119587,-0.114474814,0.172067554,0.041461057,-0.139919639,1.060713191,0.324623681,-0.163210808,0.131646789,-0.005370864,0.01809903,-1.49234869,1.015276101,-0.012542073,0.143313721,-0.1938686,-0.119632646,-0.82985127,0.098604985,0.091854919,-0.888861482
0.193219302,-0.012965673,-0.116077436,0.169031579,0.03735649,-0.135689521,1.060258726,0.32725729,-0.156429628,0.137266421,-0.000895922,0.020519495,-1.491613493,0.976426715,-0.004143984,0.166480139,-0.180387477,-0.114242418,-0.833028358,0.095166216,0.096089773,-0.888726291
0.210254754,-0.004752881,-0.119346138,0.164497107,0.032101666,-0.130191439,1.061678024,0.328936619,-0.145589258,0.141994752,0.004546059,0.022051537,-1.491861193,0.95734,0.00414,0.18585,-0.16748,-0.10818,-0.8352,0.09099,0.101,-0.88872
