time,angle1,velocity1,acceleration1,angle2,velocity2,acceleration2
0.810,0.000000,0.000000,0.000000,1.490672,1.115573,-8.988376
0.812,0.000000,0.000000,0.000000,1.492885,1.097612,-8.973242
0.814,0.000000,0.000000,0.000000,1.495062,1.079681,-8.956697
0.816,0.000000,0.000000,0.000000,1.497204,1.061786,-8.938733
0.818,0.000000,0.000000,0.000000,1.499309,1.043927,-8.919340
0.820,0.000000,0.000000,0.000000,1.501379,1.026109,-8.898509
0.822,0.000000,0.000000,0.000000,1.503414,1.008334,-8.876231
0.824,0.000000,0.000000,0.000000,1.505413,0.990605,-8.852497
0.826,0.000000,0.000000,0.000000,1.507376,0.972925,-8.827298
0.828,0.000000,0.000000,0.000000,1.509305,0.955297,-8.800625
0.830,0.000000,0.000000,0.000000,1.511198,0.937724,-8.772469
0.832,0.000000,0.000000,0.000000,1.513056,0.920208,-8.742821
0.834,0.000000,0.000000,0.000000,1.514878,0.902754,-8.711672
0.836,0.000000,0.000000,0.000000,1.516667,0.885363,-8.679012
0.838,0.000000,0.000000,0.000000,1.518420,0.868038,-8.644833
0.840,0.000000,0.000000,0.000000,1.520139,0.850784,-8.609126
0.842,0.000000,0.000000,0.000000,1.521823,0.833603,-8.571882
0.844,0.000000,0.000000,0.000000,1.523473,0.816498,-8.533091
0.846,0.000000,0.000000,0.000000,1.525089,0.799472,-8.492745
0.848,0.000000,0.000000,0.000000,1.526671,0.782528,-8.450834
0.850,0.000000,0.000000,0.000000,1.528219,0.765669,-8.407350
0.852,0.000000,0.000000,0.000000,1.529734,0.748899,-8.362283
0.854,0.000000,0.000000,0.000000,1.531215,0.732221,-8.315625
0.856,0.000000,0.000000,0.000000,1.532663,0.715638,-8.267366
0.858,0.000000,0.000000,0.000000,1.534078,0.699153,-8.217497
0.860,0.000000,0.000000,0.000000,1.535460,0.682769,-8.166010
0.862,0.000000,0.000000,0.000000,1.536809,0.666490,-8.112894
0.864,0.000000,0.000000,0.000000,1.538126,0.650319,-8.058142
0.866,0.000000,0.000000,0.000000,1.539410,0.634258,-8.001744
0.868,0.000000,0.000000,0.000000,1.540663,0.618313,-7.943692
0.870,0.000000,0.000000,0.000000,1.541883,0.602485,-7.883975
0.872,0.000000,0.000000,0.000000,1.543073,0.586778,-7.822585
0.874,0.000000,0.000000,0.000000,1.544231,0.571196,-7.759513
0.876,0.000000,0.000000,0.000000,1.545358,0.555741,-7.694750
0.878,0.000000,0.000000,0.000000,1.546454,0.540418,-7.628287
0.880,0.000000,0.000000,0.000000,1.547519,0.525229,-7.560115
0.882,0.000000,0.000000,0.000000,1.548555,0.510178,-7.490225
0.884,0.000000,0.000000,0.000000,1.549560,0.495269,-7.418607
0.886,0.000000,0.000000,0.000000,1.550536,0.480505,-7.345253
0.888,0.000000,0.000000,0.000000,1.551482,0.465889,-7.270154
0.890,0.000000,0.000000,0.000000,1.552400,0.451426,-7.193300
0.892,0.000000,0.000000,0.000000,1.553288,0.437117,-7.114683
0.894,0.000000,0.000000,0.000000,1.554148,0.422968,-7.034294
0.896,0.000000,0.000000,0.000000,1.554980,0.408981,-6.952123
0.898,0.000000,0.000000,0.000000,1.555784,0.395161,-6.868161
0.900,0.000000,0.000000,0.000000,1.556561,0.381510,-6.782400
0.902,0.000000,0.000000,0.000000,1.557310,0.368032,-6.694830
0.904,0.000000,0.000000,0.000000,1.558033,0.354732,-6.605443
0.906,0.000000,0.000000,0.000000,1.558729,0.341612,-6.514228
0.908,0.000000,0.000000,0.000000,1.559400,0.328676,-6.421178
0.910,0.000000,0.000000,0.000000,1.560044,0.315928,-6.326284
0.912,0.000000,0.000000,0.000000,1.560663,0.303372,-6.229535
0.914,0.000000,0.000000,0.000000,1.561258,0.291012,-6.130923
0.916,0.000000,0.000000,0.000000,1.561828,0.278850,-6.030440
0.918,0.000000,0.000000,0.000000,1.562373,0.266891,-5.928075
0.920,0.000000,0.000000,0.000000,1.562895,0.255139,-5.823821
0.922,0.000000,0.000000,0.000000,1.563394,0.243597,-5.717667
0.924,0.000000,0.000000,0.000000,1.563870,0.232269,-5.609605
0.926,0.000000,0.000000,0.000000,1.564323,0.221160,-5.499627
0.928,0.000000,0.000000,0.000000,1.564755,0.210272,-5.387722
0.930,0.000000,0.000000,0.000000,1.565165,0.199610,-5.273881
0.932,0.000000,0.000000,0.000000,1.565553,0.189178,-5.158097
0.934,0.000000,0.000000,0.000000,1.565921,0.178979,-5.040359
0.936,0.000000,0.000000,0.000000,1.566269,0.169018,-4.920658
0.938,0.000000,0.000000,0.000000,1.566598,0.159298,-4.798987
0.940,0.000000,0.000000,0.000000,1.566907,0.149823,-4.675334
0.942,0.000000,0.000000,0.000000,1.567197,0.140598,-4.549693
0.944,0.000000,0.000000,0.000000,1.567469,0.131626,-4.422052
0.946,0.000000,0.000000,0.000000,1.567724,0.122911,-4.292405
0.948,0.000000,0.000000,0.000000,1.567961,0.114458,-4.160740
0.950,0.000000,0.000000,0.000000,1.568182,0.106269,-4.027050
0.952,0.000000,0.000000,0.000000,1.568386,0.098351,-3.891325
0.954,0.000000,0.000000,0.000000,1.568575,0.090705,-3.753557
0.956,0.000000,0.000000,0.000000,1.568749,0.083338,-3.613735
0.958,0.000000,0.000000,0.000000,1.568909,0.076252,-3.471852
0.960,0.000000,0.000000,0.000000,1.569055,0.069452,-3.327898
0.962,0.000000,0.000000,0.000000,1.569187,0.062942,-3.181863
0.964,0.000000,0.000000,0.000000,1.569306,0.056726,-3.033740
0.966,0.000000,0.000000,0.000000,1.569414,0.050808,-2.883519
0.968,0.000000,0.000000,0.000000,1.569510,0.045193,-2.731191
0.970,0.000000,0.000000,0.000000,1.569595,0.039885,-2.576747
0.972,0.000000,0.000000,0.000000,1.569670,0.034887,-2.420177
0.974,0.000000,0.000000,0.000000,1.569735,0.030205,-2.261474
0.976,0.000000,0.000000,0.000000,1.569791,0.025843,-2.100627
0.978,0.000000,0.000000,0.000000,1.569838,0.021804,-1.937628
0.980,0.000000,0.000000,0.000000,1.569878,0.018094,-1.772467
0.982,0.000000,0.000000,0.000000,1.569911,0.014716,-1.605136
0.984,0.000000,0.000000,0.000000,1.569937,0.011675,-1.435626
0.986,0.000000,0.000000,0.000000,1.569958,0.008975,-1.263927
0.988,0.000000,0.000000,0.000000,1.569973,0.006621,-1.090031
0.990,0.000000,0.000000,0.000000,1.569985,0.004616,-0.913928
0.992,0.000000,0.000000,0.000000,1.569992,0.002966,-0.735610
0.994,0.000000,0.000000,0.000000,1.569997,0.001675,-0.555067
0.996,0.000000,0.000000,0.000000,1.569999,0.000748,-0.372290
0.998,0.000000,0.000000,0.000000,1.570000,0.000188,-0.187271
1.000,0.000000,0.000000,0.000000,1.570000,0.000000,0.000000
